"","Var1","Freq"
"8533","Liv",1
"8534","live",35
"8535","Live",1
"8536","liver",1
"8537","Livermore",1
"8538","liverpool",1
"8539","Liverpool",2
"8540","Lives",1
"8541","livestock",11
"8542","Livestock",1
"8543","living",13
"8544","Living",6
"8545","liya",1
"8546","liz",5
"8547","Liz",4
"8548","lizard",2
"8549","Lizards",1
"8550","lizotte",2
"8551","Lizotte",4
"8552","lizzy",1
"8553","Lleyton",1
"8554","lloyd",4
"8555","Lloyd",2
"8556","lnp",2
"8557","LNP",1
"8558","LNP's",1
"8559","loading",1
"8560","Loaves",1
"8561","Lobb",1
"8562","lobby",1
"8563","lobethal",1
"8564","lobster",3
"8565","Lobster",1
"8566","local",56
"8567","Local",13
"8568","locallarder",1
"8569","locally",1
"8570","locals",1
"8571","localtreasures",46
"8572","location",1
"8573","locations",1
"8574","Lochiel",1
"8575","Lochington",1
"8576","lock",9
"8577","lockie",1
"8578","Lockleys",1
"8579","lockout",1
"8580","Lockwood",1
"8581","lockyer",4
"8582","locomotion",1
"8583","locomotive",4
"8584","loft",1
"8585","Lofty",2
"8586","log",1
"8587","logan",2
"8588","Logan",1
"8589","loganlea",1
"8590","logans",1
"8591","loggerhead",2
"8592","logging",1
"8593","Logical",1
"8594","logo",1
"8595","logs",1
"8596","loic",1
"8597","lois",1
"8598","Lois",1
"8599","Lola",1
"8600","lollipop",2
"8601","london",8
"8602","London",3
"8603","Londonderry",1
"8604","loneliness",1
"8605","lonely",1
"8606","long",13
"8607","Long",8
"8608","longboards",4
"8609","longford",1
"8610","Longhurst",1
"8611","longman",1
"8612","longreach",87
"8613","Longreach",3
"8614","long-term",1
"8615","longway",1
"8616","lonliness",1
"8617","Lonsdale",2
"8618","loo",1
"8619","look",4
"8620","looking",1
"8621","lookout",2
"8622","Lookout",1
"8623","looks",1
"8624","Looma",1
"8625","looming",1
"8626","Loon",1
"8627","loongana",1
"8628","Loose",1
"8629","lopez",1
"8630","lord",2
"8631","Lord",2
"8632","lorde",1
"8633","Lords",1
"8634","lorikeet",1
"8635","Lorna",1
"8636","Lorne",2
"8637","Lorrain",1
"8638","lorraine",5
"8639","Lorraine",1
"8640","los",1
"8641","Los",2
"8642","lose",1
"8643","loser",1
"8644","losing",1
"8645","loss",6
"8646","Loss",1
"8647","lost",10
"8648","Lost",4
"8649","Lott",1
"8650","lotta",1
"8651","lotteries",1
"8652","lottie",1
"8653","lotus",1
"8654","lotznicker",1
"8655","lou",2
"8656","Lou",1
"8657","louise",4
"8658","Louise",17
"8659","love",14
"8660","LOve",1
"8661","#lovebroome",1
"8662","lovely",2
"8663","lover",1
"8664","loveridge",1
"8665","lovers",1
"8666","lovett",1
"8667","Loving",1
"8668","low",11
"8669","Low",3
"8670","low-carbon-economy",1
"8671","lowcock",3
"8672","lowe",1
"8673","lower",2
"8674","Lower",2
"8675","lowery",1
"8676","lowland",1
"8677","lowy",2
"8678","Loxton",3
"8679","lu",1
"8680","Luani",1
"8681","luca",1
"8682","lucas",1
"8683","Lucas",1
"8684","l'ucello",1
"8685","lucille",1
"8686","lucindale",2
"8687","Lucindale",1
"8688","luck",2
"8689","Luckham",1
"8690","lucky",1
"8691","luckzat",1
"8692","lucy",4
"8693","Lucy",2
"8694","ludlam",1
"8695","Lugarno",1
"8696","luggage",1
"8697","Luggers",1
"8698","luhrmann",2
"8699","luke",3
"8700","Luke",5
"8701","lukes",1
"8702","lullaby",1
"8703","luminous",1
"8704","lunar",7
"8705","Lunar",2
"8706","lunarnewyear",2
"8707","Lunatic",1
"8708","lunch",1
"8709","Lunch",1
"8710","lunchbox",1
"8711","lune",2
"8712","Lune",1
"8713","Lung",1
"8714","lungs",1
"8715","Lurline",1
"8716","Luseane",1
"8717","Lusk",1
"8718","lusted",1
"8719","lutheran",2
"8720","luthier",1
"8721","lutter",1
"8722","Luu",1
"8723","Luxemborg",1
"8724","luxury",3
"8725","lyall",1
"8726","Lyall",1
"8727","lycett",1
"8728","Lycett",2
"8729","lychee",1
"8730","lychees",2
"8731","lycra",1
"8732","lydia",2
"8733","lyell",1
"8734","lymph",1
"8735","lymphoma",1
"8736","Lymphoma",2
"8737","lyn",3
"8738","Lyn",2
"8739","lynch",1
"8740","Lynch",1
"8741","lyndal",1
"8742","lyne",2
"8743","lynette",1
"8744","Lynette",1
"8745","lynn",1
"8746","lynne",1
"8747","Lynne",1
"8748","Lynx",1
"8749","lyon",1
"8750","Lyon",2
"8751","lyons",3
"8752","Lyons",1
"8753","ma",1
"8754","Ma",1
"8755","Maari",1
"8756","mabin",1
"8757","Mabo",1
"8758","mac",3
"8759","Mac",1
"8760","macadami",1
"8761","macadamia",2
"8762","macaroni",2
"8763","macarthur",2
"8764","MacAthur",1
"8765","Macaws",1
"8766","macbean",1
"8767","macdonald",8
"8768","Macdonald",1
"8769","macdonnell",1
"8770","Macdonnell",1
"8771","MacDonnell",3
"8772","mace",1
"8773","macedon",1
"8774","macfarlane",1
"8775","mache",1
"8776","Machen",1
"8777","machiek",1
"8778","machine",6
"8779","Machine",1
"8780","machinery",9
"8781","machines",3
"8782","mack",3
"8783","'Mack'",1
"8784","mackay",87
"8785","Mackay",10
"8786","mackeeman",1
"8787","mackie",1
"8788","macklemore",1
"8789","macksville",1
"8790","Maclaughlin",1
"8791","maclean",1
"8792","Maclean",2
"8793","Macleay",2
"8794","MacLeod",1
"8795","Maclurcan",1
"8796","MacNamara",1
"8797","macquarie",18
"8798","macquaries",1
"8799","macrae",2
"8800","macro",1
"8801","mactiernan",2
"8802","macular",1
"8803","mad",2
"8804","Mad",1
"8805","madama",1
"8806","maddison",1
"8807","made",4
"8808","Made",1
"8809","madeleine",1
"8810","Madigan",1
"8811","madison",2
"8812","Madison",2
"8813","Madonnari",1
"8814","maestro",1
"8815","magazine",3
"8816","Magazine",2
"8817","magee",2
"8818","maggie",1
"8819","Maggie",2
"8820","magic",2
"8821","Magic",1
"8822","magical",1
"8823","magistrates",1
"8824","magnetic",1
"8825","Magnetic",3
"8826","magnum",1
"8827","Magnussen",1
"8828","magpie",2
"8829","Magpie",1
"8830","magpies",5
"8831","Maguire",1
"8832","mahal",1
"8833","Mahbilil",1
"8834","maher",3
"8835","Maher",14
"8836","maianbar",1
"8837","Maija",1
"8838","mail",4
"8839","Mail",1
"8840","mailer",1
"8841","main",4
"8842","Main",4
"8843","mainland",1
"8844","mainstage",1
"8845","Mainwaring",1
"8846","maio",1
"8847","maitland",5
"8848","Maitland",1
"8849","Maitreya",1
"8850","Majestic",1
"8851","Majesty",1
"8852","Majesty's",2
"8853","major",1
"8854","Major",2
"8855","make-a-wish",1
"8856","maker",8
"8857","Maker",1
"8858","makers",1
"8859","makeup",5
"8860","make-up",2
"8861","Makeup",1
"8862","makin",1
"8863","Makin",1
"8864","making",13
"8865","Making",1
"8866","Maku",1
"8867","mal",2
"8868","Mal",3
"8869","Mala",1
"8870","malanda",1
"8871","Malanda",3
"8872","MaLas",1
"8873","malay",5
"8874","malaysia",1
"8875","malcolm",4
"8876","Malcolm",1
"8877","MALCOLM",1
"8878","male",1
"8879","maleny",1
"8880","Maleny",2
"8881","maleny-4552",1
"8882","malibu",1
"8883","malikai",1
"8884","Malinda-Ro",1
"8885","mall",6
"8886","Mall",2
"8887","Mallacoota",1
"8888","Mallari",1
"8889","mallee",2
"8890","Mallee",6
"8891","mallet",1
"8892","Maloney",2
"8893","maltese",1
"8894","malua",1
"8895","mamal",1
"8896","mammal",1
"8897","mammals",3
"8898","man",7
"8899","Man",5
"8900","management",5
"8901","Management",1
"8902","manager",2
"8903","managment",1
"8904","Managment",1
"8905","Manchester",1
"8906","mandala",1
"8907","mandarin",1
"8908","Mandarin",1
"8909","mandela",1
"8910","mandolin",1
"8911","mandy",4
"8912","Mandy",2
"8913","manfred",1
"8914","Mangakahia",1
"8915","Mangala",1
"8916","mange",1
"8917","mango",1
"8918","Mango",2
"8919","mangoes",2
"8920","mangroves",1
"8921","Manila",1
"8922","manimup",1
"8923","maningrida",2
"8924","manipulation",1
"8925","manjimup",3
"8926","manly",5
"8927","mann",6
"8928","Mann",3
"8929","Mannamurna",1
"8930","Mannanarie",2
"8931","Manning",1
"8932","Manns",1
"8933","manny",1
"8934","Mann-Yasso",1
"8935","Mans",1
"8936","manse",1
"8937","mansell",1
"8938","mansfield",4
"8939","mansion",1
"8940","manslaughter",1
"8941","manson",1
"8942","mansouri",1
"8943","manta",1
"8944","Mantzoros",2
"8945","Manuel",1
"8946","manuella",1
"8947","manufacturing",4
"8948","manuka",1
"8949","Manus",1
"8950","many",3
"8951","Maori",1
"8952","map",8
"8953","Map",2
"8954","mapleton",1
"8955","mapping",1
"8956","maps",2
"8957","Maps",2
"8958","marais",2
"8959","maranoa",3
"8960","Maras",2
"8961","marathon",6
"8962","Marathon",4
"8963","marburg",1
"8964","marc",1
"8965","march",9
"8966","March",4
"8967","marchant",1
"8968","Marcia",1
"8969","marciniak",1
"8970","marcus",1
"8971","Marcus",1
"8972","Mardi",1
"8973","Mare",1
"8974","maree",1
"8975","mareeba",1
"8976","Mareeba",2
"8977","Marek",1
"8978","Marfan's",1
"8979","marg",1
"8980","margaret",43
"8981","Margaret",6
"8982","margie",2
"8983","marginal",1
"8984","margins",1
"8985","margy",1
"8986","maria",3
"8987","Maria",3
"8988","mariachi",1
"8989","marian",1
"8990","Marian",2
"8991","marie",2
"8992","Marie",4
"8993","marijana",1
"8994","marijuana",1
"8995","marilyn",2
"8996","Marilyn",1
"8997","marimba",1
"8998","marina",4
"8999","marine",21
"9000","Marine",3
"9001","mariners",1
"9002","Mariners",1
"9003","Marines",2
"9004","marino",1
"9005","marion",1
"9006","Marion",1
"9007","marist",1
"9008","Marita",1
"9009","maritime",9
"9010","Maritime",5
"9011","mark",14
"9012","Mark",14
"9013","markers",2
"9014","market",9
"9015","marketing",2
"9016","Marketing",1
"9017","markets",6
"9018","Markets",2
"9019","marks",1
"9020","Marks",2
"9021","Mark's",1
"9022","Marlborough",2
"9023","marlin",2
"9024","Marlins",1
"9025","Marmingee",1
"9026","Marminjee",1
"9027","Marne",1
"9028","Marnette",1
"9029","marnie",5
"9030","Marnie",1
"9031","Marninwarntikura",1
"9032","Maro",2
"9033","Maroochy",1
"9034","maroochydore",4
"9035","Maroochydore",4
"9036","maroochydore-4558",2
"9037","maroons",3
"9038","Maroons",2
"9039","marou",1
"9040","Marou",5
"9041","maroubra",2
"9042","marquees",1
"9043","marquis",1
"9044","marr",1
"9045","marra",1
"9046","Marra",1
"9047","Marrakesh",1
"9048","marrawah",1
"9049","marri",1
"9050","marriage",14
"9051","married",1
"9052","marris",1
"9053","marron",1
"9054","mars",1
"9055","Mars",4
"9056","MARS",1
"9057","Marsellos",4
"9058","marsh",2
"9059","Marsh",2
"9060","marshall",16
"9061","Marshall",1
"9062","Marshall-Gradisnik",1
"9063","marshes",1
"9064","marsupial",3
"9065","Marsupial",1
"9066","marsupials",2
"9067","marti",1
"9068","martial",4
"9069","martin",9
"9070","Martin",6
"9071","Martindale",1
"9072","martu",2
"9073","marty",2
"9074","Marty",1
"9075","martyn",1
"9076","maruice",1
"9077","marulan",1
"9078","marvel",1
"9079","marvi",1
"9080","marvin",1
"9081","mary",16
"9082","Mary",7
"9083","Mary-Ann",1
"9084","Maryanne",1
"9085","maryboough",1
"9086","maryborough",12
"9087","Maryborough",1
"9088","mary-kate",1
"9089","Maryke",1
"9090","Mary-lou",1
"9091","Mary-Lou",2
"9092","marys",3
"9093","mary's",5
"9094","Marys",1
"9095","Mary's",2
"9096","Maryvale",1
"9097","maryville",1
"9098","Masaka",1
"9099","masange",2
"9100","Masange",1
"9101","mascot",1
"9102","Mascots",1
"9103","masellos",1
"9104","mash",1
"9105","mash-up",1
"9106","masks",1
"9107","mason",1
"9108","Mason",2
"9109","masonry",1
"9110","Masquerade",1
"9111","mass",1
"9112","massacre",4
"9113","massacres",1
"9114","massage",2
"9115","masseuse",1
"9116","massey",2
"9117","mastello",1
"9118","master",3
"9119","masterchef",1
"9120","Masterplan",1
"9121","masters",7
"9122","Masters",2
"9123","match",4
"9124","matches",1
"9125","mater",1
"9126","material",1
"9127","maternity",2
"9128","mates",2
"9129","mathew",1
"9130","maths",1
"9131","maticevski",1
"9132","matilda",4
"9133","Matilda",3
"9134","Mating",1
"9135","Matisse",1
"9136","matoc",1
"9137","matson",1
"9138","matsuri",2
"9139","matt",10
"9140","Matt",6
"9141","matters",2
"9142","Matters",1
"9143","matthew",12
"9144","Matthew",7
"9145","matthews",1
"9146","matthies",3
"9147","mature-aged",1
"9148","Matuwa",1
"9149","Mauboy",2
"9150","maude",1
"9151","Maudslay",1
"9152","maureen",2
"9153","Maureen",2
"9154","Maurice",2
"9155","maurie",3
"9156","mawson",7
"9157","Mawson",1
"9158","max",5
"9159","Max",5
"9160","maxine",1
"9161","Maxine",1
"9162","maxi-yacht",1
"9163","maxwell",5
"9164","Maxwell",1
"9165","may",2
"9166","May",4
"9167","Maya",1
"9168","mayer",1
"9169","Mayhead",1
"9170","maylands",2
"9171","maymuru",1
"9172","Maynard",12
"9173","Mayne",1
"9174","mayo",1
"9175","mayor",21
"9176","Mayor",5
"9177","Mayoral",1
"9178","mayors",2
"9179","Mayors",1
"9180","mazda",1
"9181","maze",1
"9182","Maze",1
"9183","mazes",1
"9184","mbeli",1
"9185","MC",1
"9186","McArthur",1
"9187","mcarthy",1
"9188","mcbride",2
"9189","mccallum",1
"9190","mccarthy",2
"9191","McCarthy",1
"9192","McClaren",1
"9193","mcclymont",1
"9194","McCosker",1
"9195","mccracken",1
"9196","mccullagh",1
"9197","mcculloch",2
"9198","McCumstie",1
"9199","mccune",1
"9200","mcdonald",4
"9201","Mcdonald",1
"9202","McDonald",2
"9203","mcdonalds",1
"9204","mcdonnell",1
"9205","McDouall",3
"9206","mcevoy",1
"9207","McEwen",1
"9208","McFarland",1
"9209","mcfarlane",1
"9210","McFarlane",1
"9211","mcfeeters",3
"9212","mcg",1
"9213","McGarvie",1
"9214","mcgee",1
"9215","McGee",2
"9216","mcglade",1
"9217","McGlone",1
"9218","mcglue",1
"9219","mcgowan",3
"9220","mcgrady",1
"9221","mcgrath",1
"9222","McGrath",1
"9223","mcgreehan",1
"9224","mcguigan",1
"9225","mcguinness",1
"9226","mcguire",1
"9227","McInerney",2
"9228","McIntyre",1
"9229","McKeachie",1
"9230","mckean",1
"9231","McKean",1
"9232","mckenzie",1
"9233","Mckenzie",1
"9234","McKenzie",2
"9235","McKetin",1
"9236","mckew",2
"9237","mckinlay",2
"9238","McKinna",1
"9239","McLachlan",1
"9240","mclagan",1
"9241","mclaren",1
"9242","McLaren",1
"9243","mclean",1
"9244","McLean",1
"9245","mcleod",3
"9246","mcmahon",4
"9247","mcMahon",1
"9248","McMahon",2
"9249","McMahons",1
"9250","mcmillan",1
"9251","McMillan",1
"9252","mcmullen",1
"9253","McNab",1
"9254","mcphee",1
"9255","mcpherson",3
"9256","mcquade",1
"9257","mcqualter-whyte",1
"9258","mcquillen",1
"9259","mcrae",2
"9260","mcsca",1
"9261","mcshane",1
"9262","McShane",1
"9263","mctavish",1
"9264","mcwilliams",1
"9265","me",2
"9266","Me",2
"9267","meachen",1
"9268","mead",2
"9269","Mead",1
"9270","meadows",1
"9271","Meadows",1
"9272","Meagher",2
"9273","meal",1
"9274","mealey",3
"9275","meals",4
"9276","Meals",1
"9277","Meares",2
"9278","meat",3
"9279","meatworks",1
"9280","Meatworks",1
"9281","mechanic",2
"9282","Mechanical",2
"9283","mechanics",1
"9284","medal",12
"9285","Medal",1
"9286","medals",3
"9287","media",19
"9288","Media",2
"9289","medical",10
"9290","Medical",1
"9291","medicare",2
"9292","medicare-local",1
"9293","medicinal",1
"9294","Medicinal",1
"9295","medicine",11
"9296","Medicine",1
"9297","medics",2
"9298","Medics",1
"9299","medieval",1
"9300","Medieval",2
"9301","meditation",1
"9302","Mediterranean",1
"9303","meerkats",1
"9304","meet",3
"9305","meeting",3
"9306","Meetup",1
"9307","Meg",1
"9308","mega",1
"9309","megan",5
"9310","Megan",2
"9311","Megatron",1
"9312","Meharry",1
"9313","Mehdi",1
"9314","mekdes",1
"9315","Mel",3
"9316","melanda",1
"9317","melanie",2
"9318","Melanie",1
"9319","melanoma",1
"9320","Melbouren",1
"9321","melbourne",27
"9322","Melbourne",27
"9323","Melbourne:",28
"9324","meldrum",2
"9325","Meleane",1
"9326","Melinda",2
"9327","melissa",2
"9328","Melissa",1
"9329","melling",1
"9330","Mellissa",1
"9331","melodic",1
"9332","melrose",2
"9333","Melrose",4
"9334","melynda",1
"9335","Member",5
"9336","members",2
"9337","Members",1
"9338","membership",1
"9339","membrey",1
"9340","meme",1
"9341","memoir",2
"9342","memorabilia",4
"9343","Memorabilia",1
"9344","memorial",22
"9345","Memorial",18
"9346","memorials",1
"9347","memories",6
"9348","memory",2
"9349","Memory",1
"9350","men",14
"9351","Men",2
"9352","menindee",2
"9353","Meninga",1
"9354","mens",6
"9355","men's",7
"9356","Men's",4
"9357","mental",50
"9358","Mental",4
"9359","mentalas",9
"9360","#MentalAs",1
"9361","mental-health",2
"9362","Mentally",1
"9363","mentee",1
"9364","mentor",3
"9365","mentoring",1
"9366","mentorship",1
"9367","menzies",2
"9368","Menzies",4
"9369","merbein",1
"9370","mercato",1
"9371","mercedes",1
"9372","Mercer",1
"9373","merchandise",1
"9374","mercovich",1
"9375","Mercy",1
"9376","meredith",2
"9377","Meredith",1
"9378","merewether",1
"9379","Merewether",3
"9380","Merimbula",1
"9381","Merino",1
"9382","merinos",1
"9383","merissa",1
"9384","Meritorious",1
"9385","merle",1
"9386","Merlin",1
"9387","Mermaid",1
"9388","mermaids",1
"9389","Merriman",1
"9390","Merry",1
"9391","merryn",1
"9392","mersey",2
"9393","merv",1
"9394","Mervyn",1
"9395","Merwez",1
"9396","Messine",1
"9397","metal",9
"9398","Metal",1
"9399","meteor",2
"9400","Meteor",1
"9401","meteorite",1
"9402","Meteorite",1
"9403","Meteorological",1
"9404","meteorology",11
"9405","Meteorology",9
"9406","metgasco",4
"9407","meth",3
"9408","methamphetamine",16
"9409","methamphetamines",1
"9410","method",2
"9411","methodist",1
"9412","metre",1
"9413","Metro",3
"9414","mexican",1
"9415","Meyer",1
"9416","Meyers",1
"9417","Meznar",1
"9418","MFS",2
"9419","mia",2
"9420","Mia",1
"9421","mice",1
"9422","michael",24
"9423","Michael",18
"9424","michelle",6
"9425","Michelle",6
"9426","michelmore",2
"9427","Michio",1
"9428","mick",5
"9429","Mick",3
"9430","Mickey",1
"9431","Mickiem",1
"9432","Micklethwaight",1
"9433","micro",2
"9434","microbats",1
"9435","microbiologists",1
"9436","microchip",1
"9437","microsoft",1
"9438","mid",35
"9439","Mid",7
"9440","Middelton",1
"9441","middle",1
"9442","Middle",1
"9443","middleby",1
"9444","middleton",1
"9445","Middleton",2
"9446","Middletons",1
"9447","midgley",1
"9448","Midgley",1
"9449","midland",2
"9450","midnight",3
"9451","Mid-South",1
"9452","midway",1
"9453","midwest",3
"9454","midwifery",1
"9455","Miegel",1
"9456","migaloo",2
"9457","migrant",3
"9458","Migrant",3
"9459","migrants",4
"9460","migration",10
"9461","Migration",2
"9462","mike",6
"9463","Mike",7
"9464","mikey",1
"9465","Mikro",1
"9466","mildew",1
"9467","mildura",10
"9468","Mildura",31
"9469","mile",3
"9470","miles",3
"9471","Miles",2
"9472","militants",1
"9473","military",31
"9474","Military",1
"9475","milk",4
"9476","Milk",1
"9477","milking",1
"9478","milky",1
"9479","mill",7
"9480","miller",1
"9481","Miller",3
"9482","millers",1
"9483","millet",1
"9484","millicent",4
"9485","Millicent",4
"9486","Milligan",1
"9487","millimetres",1
"9488","milliner",4
"9489","Milliner",1
"9490","millinery",3
"9491","Millinery",1
"9492","milling",1
"9493","millington",4
"9494","Millington",5
"9495","million",4
"9496","Millios",1
"9497","mills",2
"9498","Millstream",1
"9499","millthorpe",1
"9500","milly",2
"9501","milne",3
"9502","Milner",1
"9503","milparinka",2
"9504","milton",2
"9505","Milton",3
"9506","Mime",1
"9507","Mimili",1
"9508","mince",1
"9509","mind",2
"9510","Minda",1
"9511","mindarie",1
"9512","mind-bending",1
"9513","mindfulness",1
"9514","Mindfulness",1
"9515","mindil",1
"9516","minds",1
"9517","mine",18
"9518","Mine",20
"9519","miner",2
"9520","Miner",2
"9521","mineral",1
"9522","Minerals",3
"9523","miners",3
"9524","Miners",3
"9525","mines",3
"9526","Mines",2
"9527","Minesite",1
"9528","mini",1
"9529","Mini",2
"9530","miniature",1
"9531","Miniature",3
"9532","Miniatures",1
"9533","Minilya-Exmouth",1
"9534","minimum",1
"9535","mining",39
"9536","Mining",18
"9537","miniseries",1
"9538","minister",5
"9539","Minister",7
"9540","minister's",1
"9541","minkowitz",1
"9542","minogue",1
"9543","Mint",1
"9544","Mintaro",2
"9545","minutes",1
"9546","Minx",1
"9547","minyirr",1
"9548","mirabella",1
"9549","miracle",1
"9550","Mirage",1
"9551","miranda",8
"9552","Miranda",1
"9553","Miro",1
"9554","miromaa",1
"9555","mirrabooka",1
"9556","mirror",1
"9557","mirrors",1
"9558","mischief",1
"9559","misogynist",1
"9560","miss",2
"9561","missing",8
"9562","Missing",1
"9563","mission",1
"9564","Mission",1
"9565","missions",1
"9566","mississippi",1
"9567","misty",1
"9568","mitch",1
"9569","Mitch",1
"9570","mitchel",1
"9571","mitchell",2
"9572","Mitchell",7
"9573","mites",1
"9574","Mithra",1
"9575","mitsui",2
"9576","Mitt",1
"9577","mitta",2
"9578","Mitta",2
"9579","mittagong",1
"9580","Miwako",1
"9581","mixed",3
"9582","Mixing",1
"9583","Mk",1
"9584","mm",1
"9585","mma",2
"9586","MMA",1
"9587","mmf",2
"9588","Mnaso",1
"9589","mo",1
"9590","moad",1
"9591","mob",3
"9592","Mob",2
"9593","Mobil",1
"9594","mobile",7
"9595","mock",1
"9596","model",11
"9597","Model",1
"9598","modelling",1
"9599","models",4
"9600","Models",1
"9601","modern",6
"9602","Modern",1
"9603","modernist",1
"9604","Modesto",1
"9605","modified",1
"9606","Modra",1
"9607","Modrzynski",1
"9608","moe",1
"9609","Moe",1
"9610","mofo",3
"9611","mogo",1
"9612","moil",1
"9613","moir",1
"9614","mole",1
"9615","mollison",1
"9616","Molloy",1
"9617","molly",2
"9618","Molly's",1
"9619","molnar",1
"9620","moloney",1
"9621","Molong",3
"9622","molonglo",1
"9623","Moly-Cop",1
"9624","moma",1
"9625","MOMA",2
"9626","mombassa",1
"9627","moment",2
"9628","momenta",1
"9629","moments",4
"9630","mon",2
"9631","Mona",1
"9632","monaghan",1
"9633","Monarch",1
"9634","monarchs",1
"9635","monarchy",2
"9636","monaro",1
"9637","Monaro",1
"9638","monash",2
"9639","Monash",1
"9640","Monastery",1
"9641","moncrieff",3
"9642","Monement",1
"9643","money",11
"9644","Money",1
"9645","mongol",1
"9646","Mongol",1
"9647","mongolia",1
"9648","Mongolia",1
"9649","monica",1
"9650","Monica",1
"9651","monique",1
"9652","monitor",1
"9653","monitoring",2
"9654","monkey",1
"9655","monks",2
"9656","monochromatism",1
"9657","monorail",1
"9658","Monsoon",1
"9659","monster",1
"9660","monsters",1
"9661","Montague",1
"9662","montebello",1
"9663","Montefiore",1
"9664","montello",1
"9665","Montello",1
"9666","montgomerie",4
"9667","montgomery",1
"9668","month",1
"9669","monto",1
"9670","Monto",1
"9671","montselvaat",1
"9672","Montville",1
"9673","Montys",1
"9674","monument",3
"9675","Monument",1
"9676","monumenta",1
"9677","Monumental",1
"9678","moo",2
"9679","Moo",1
"9680","Moody",3
"9681","mooloolaba",2
"9682","Mooloolaba",5
"9683","moomba",1
"9684","moon",11
"9685","Moon",1
"9686","moonah",3
"9687","Moonah",1
"9688","moondarra",4
"9689","Mooney",1
"9690","moonshadow",1
"9691","Moorambilla",1
"9692","moore",235
"9693","Moorhead",1
"9694","Moorook",1
"9695","moot",1
"9696","Moot",1
"9697","moothandella",1
"9698","mopping",1
"9699","Moqueuse",1
"9700","Mora",1
"9701","Morales",1
"9702","moran",4
"9703","moranbah",2
"9704","Moranbah",3
"9705","morayfield",1
"9706","morbid",2
"9707","morcombe",5
"9708","more",3
"9709","More",1
"9710","moree",1
"9711","moreton",4
"9712","Moreton",9
"9713","morgan",3
"9714","Morgan",10
"9715","Morisset",1
"9716","Mormons",1
"9717","morning",4
"9718","Morning",1
"9719","mornings",23
"9720","Mornings",91
"9721","Mornings;",1
"9722","Mornings:",2
"9723","mornington",1
"9724","moron",1
"9725","morpeth",1
"9726","Morpeth",1
"9727","Morphett",1
"9728","Morphettville",2
"9729","morris",4
"9730","Morris",4
"9731","morrison",3
"9732","Morrison",4
"9733","Morrow",4
"9734","morse",1
"9735","mortality",1
"9736","Mortdale",1
"9737","mortlock",1
"9738","morton",1
"9739","Moruya",1
"9740","morven",1
"9741","morwell",6
"9742","Morwell",3
"9743","mosaic",2
"9744","mosaics",1
"9745","moscow",1
"9746","Moscow",1
"9747","Moseley",1
"9748","moses",1
"9749","Moses",1
"9750","moshe",1
"9751","mosque",4
"9752","Mosque",1
"9753","moss",1
"9754","Moss",3
"9755","Mossman",2
"9756","Mossvale",1
"9757","most",3
"9758","motels",1
"9759","moth",3
"9760","mother",10
"9761","motherhood",1
"9762","motherlode",2
"9763","mothers",9
"9764","Mother's",1
"9765","motiuon",1
"9766","motivation",2
"9767","motocross",2
"9768","motoGP",1
"9769","motor",14
"9770","Motor",3
"9771","Motorama",2
"9772","motorbike",2
"9773","Motorbike",1
"9774","motorbikes",4
"9775","motorcross",1
"9776","motorcycle",15
"9777","Motorcycle",2
"9778","motorcycles",2
"9779","motorcycling",1
"9780","motorcyles",1
"9781","motoring",1
"9782","motorsport",3
"9783","motorsports",3
"9784","mottonbirding",1
"9785","mottram",5
"9786","Mottram",7
"9787","mould",1
"9788","Mould",1
"9789","Moulder",1
"9790","mounds",1
"9791","mount",153
"9792","Mount",72
"9793","mountain",12
"9794","Mountain",3
"9795","mountains",11
"9796","Mountains",4
"9797","mounted",1
"9798","mountgarrett",1
"9799","mounts",1
"9800","Moura",7
"9801","mouse",1
"9802","moustache",1
"9803","move",3
"9804","movember",1
"9805","movement",1
"9806","movers",1
"9807","Moves",1
"9808","movie",12
"9809","movies",8
"9810","mowing",1
"9811","moya",2
"9812","moyhu",2
"9813","moyle",1
"9814","Moyle",1
"9815","Moyne",1
"9816","mozambique",1
"9817","mp",1
"9818","MP",4
"9819","mr",1
"9820","mri",1
"9821","mt",30
"9822","Mt",29
"9823","mtb",1
"9824","muckert",1
"9825","mud",5
"9826","Mudder",1
"9827","mudgee",4
"9828","Mudgee",1
"9829","mudjimba",1
"9830","mueller",2
"9831","muertos",1
"9832","Muhammad",1
"9833","muidwest",1
"9834","mukoya",1
"9835","mulberries",1
"9836","mulberry",1
"9837","mulch",1
"9838","mule",1
"9839","mulgrave",1
"9840","Mulgrave",1
"9841","mullen",1
"9842","muller",1
"9843","Muller",2
"9844","mullet",1
"9845","mulligan",1
"9846","Mulligan",1
"9847","mullinger",1
"9848","Mullins",1
"9849","mullum",1
"9850","Mullum",1
"9851","mullumbimby",1
"9852","Mullumbimby",1
"9853","multi",1
"9854","multicoloured",1
"9855","Multicopter",1
"9856","multicultural",9
"9857","Multicultural",1
"9858","multiculturalism",7
"9859","Multiculturalism",1
"9860","multimedia",2
"9861","multi-media",1
"9862","multiple",1
"9863","mulvaney",1
"9864","mum",5
"9865","mumford",1
"9866","mummy",1
"9867","mums",4
"9868","munce",1
"9869","Munce",1
"9870","mundane",1
"9871","mundic",1
"9872","mundine",2
"9873","mundubbera",3
"9874","mundulla",1
"9875","mungo",2
"9876","municipal",1
"9877","munitions",1
"9878","Munoz",1
"9879","munroe",2
