"","Var1","Freq"
"9880","Munson",1
"9881","mural",4
"9882","muralism",1
"9883","murals",3
"9884","Murals",1
"9885","Murat",1
"9886","murchison",1
"9887","murder",8
"9888","murders",1
"9889","murdoch",1
"9890","Murdoch",1
"9891","murgon",1
"9892","muriel",1
"9893","Muriel",1
"9894","murmuration",1
"9895","murmurations",1
"9896","murphy",1
"9897","Murphy",3
"9898","murr",1
"9899","Murrah",1
"9900","murray",128
"9901","Murray",13
"9902","murray-darling",1
"9903","Murraytown",1
"9904","Murrumbateman",1
"9905","murweh",5
"9906","murwillumbah",8
"9907","muse",1
"9908","muses",1
"9909","museum",64
"9910","Museum",40
"9911","Musgrave",1
"9912","mushroom",3
"9913","Mushroom",2
"9914","mushrooms",3
"9915","music",178
"9916","Music",12
"9917","Music.",1
"9918","musical",9
"9919","Musical",1
"9920","musician",2
"9921","musicians",6
"9922","muslim",11
"9923","Muslim",2
"9924","Muslims",1
"9925","musselwhite",1
"9926","mustang",1
"9927","muster",4
"9928","Muster",3
"9929","Mustered",1
"9930","mustering",1
"9931","musuem",1
"9932","Muszkat",1
"9933","mutation",1
"9934","Mutt",1
"9935","muttaburra",3
"9936","muttaburrasaurus",1
"9937","mutton",2
"9938","Mutton",1
"9939","mutujulu",1
"9940","Mutzelburg",1
"9941","my",12
"9942","My",4
"9943","myall",1
"9944","Myanmar",1
"9945","myer",6
"9946","myna",2
"9947","Myora",1
"9948","myre",1
"9949","myrtle",1
"9950","myrtlebank",1
"9951","myrtleford",1
"9952","mysterious",1
"9953","mystery",5
"9954","myths",1
"9955","n",3
"9956","n'",1
"9957","N'",1
"9958","nabowla",1
"9959","nacelle",1
"9960","nacho",2
"9961","nada",1
"9962","nadal",1
"9963","nadine",1
"9964","NAFA",1
"9965","naftali",1
"9966","nagel",1
"9967","Nagula",1
"9968","naidoc",26
"9969","Naidoc",1
"9970","NAIDOC",35
"9971","nail",1
"9972","nails",1
"9973","nairobi",1
"9974","nala",1
"9975","nalder",1
"9976","Namatijira",1
"9977","Namatjira",1
"9978","nambour",1
"9979","Nambour",4
"9980","Name",1
"9981","nameless",1
"9982","names",1
"9983","nan",3
"9984","nanas",1
"9985","Nanci",1
"9986","nancy",1
"9987","Nancy",2
"9988","nandi",1
"9989","Nandos",1
"9990","nangwarry",1
"9991","nanjing",1
"9992","nannas",2
"9993","nannup",2
"9994","napier",1
"9995","napoleans",1
"9996","naracoorte",9
"9997","Naracoorte",9
"9998","narawntapu",1
"9999","narelle",2
"10000","Narooma",3
"10001","narrawong",1
"10002","narrogin",1
"10003","narrowneck",1
"10004","narrows",1
"10005","Narwee",1
"10006","nasa",2
"10007","NASA",1
"10008","Naseeb",1
"10009","nash",5
"10010","Nash",1
"10011","nashua",2
"10012","nashville",1
"10013","Nason",1
"10014","Natalia",1
"10015","natalie",1
"10016","Natalie",5
"10017","natasha",1
"10018","Natasha",1
"10019","nate",1
"10020","nathan",5
"10021","Nathan",5
"10022","Natimuk",1
"10023","nation",2
"10024","national",57
"10025","National",44
"10026","nationals",3
"10027","Nationals",3
"10028","native",31
"10029","Native",2
"10030","natives",3
"10031","nativity",3
"10032","Natori",1
"10033","natural",17
"10034","Natural",3
"10035","nature",17
"10036","Nature",4
"10037","Naturist",1
"10038","nautical",1
"10039","naval",2
"10040","navarra",1
"10041","Naveed",1
"10042","navy",14
"10043","Navy",7
"10044","Nayda",2
"10045","Naylor",1
"10046","nayri",1
"10047","nazi",1
"10048","Nazi",1
"10049","Nazionale",1
"10050","nazism",1
"10051","NBA",1
"10052","nbl",2
"10053","NBL",2
"10054","NBL's",1
"10055","nbn",3
"10056","NBN",2
"10057","NDIS",3
"10058","neal",1
"10059","neale",1
"10060","nebo",1
"10061","necklance",1
"10062","ned",2
"10063","Ned",3
"10064","need",1
"10065","needles",1
"10066","needs",3
"10067","Needs",1
"10068","neesham",1
"10069","neighbourhood",3
"10070","Neighbours",1
"10071","neil",5
"10072","Neil",4
"10073","neill",1
"10074","Nel",1
"10075","nellie",1
"10076","nelson",11
"10077","Nelson",4
"10078","Nemo",1
"10079","neolithic",1
"10080","neon",1
"10081","Nepal",2
"10082","nepean",2
"10083","nephew",1
"10084","Neptune",1
"10085","NERAM",2
"10086","Nerissa",1
"10087","nerli",1
"10088","Nessie",1
"10089","nest",3
"10090","netball",12
"10091","netherlands",1
"10092","Netherlands",1
"10093","nets",2
"10094","netsuke",1
"10095","netta",1
"10096","Nettheim",1
"10097","network",10
"10098","Network",5
"10099","networking",1
"10100","netzler",1
"10101","Neuroimmunology",1
"10102","Neurological",1
"10103","neurone",1
"10104","Nev",1
"10105","Neve",1
"10106","never",1
"10107","neville",4
"10108","Neville",1
"10109","new",72
"10110","New",123
"10111","newborn",2
"10112","newcastle",71
"10113","Newcastle",55
"10114","Newcastle:",128
"10115","Newcastle:Mornings",1
"10116","newitt",1
"10117","newlands",1
"10118","newman",6
"10119","Newman",3
"10120","newnham",1
"10121","Newport",1
"10122","news",419
"10123","News",6
"10124","newsagents",1
"10125","newscorp",1
"10126","newspaper",4
"10127","Newspapers",1
"10128","newspoll",1
"10129","NewsRadio",2
"10130","newstead",1
"10131","newtown",1
"10132","Newtown",1
"10133","NFL",1
"10134","nfsa",1
"10135","NGA",1
"10136","Ngaanyatjarra",2
"10137","Ngadju",1
"10138","ngarin",1
"10139","Ngarkat",1
"10140","Ngarluma",1
"10141","ngarrendjeri",1
"10142","Ngarrindjeri",1
"10143","ngo",1
"10144","Ngong",1
"10145","nguyen",1
"10146","Nhap",1
"10147","nhill",1
"10148","nhulunbuy",3
"10149","Niagara",1
"10150","niara",1
"10151","nic",2
"10152","NICA",1
"10153","nicholas",1
"10154","Nicholas",1
"10155","nicholls",2
"10156","nichols",1
"10157","Nichols",1
"10158","nicholson",2
"10159","nick",13
"10160","Nick",10
"10161","nickelodeon",1
"10162","nicks",1
"10163","nicky",2
"10164","nicole",7
"10165","Nicole",1
"10166","nicolle",1
"10167","NIDA",1
"10168","nigel",4
"10169","Nigel",2
"10170","nigeria",1
"10171","nigerian",1
"10172","night",13
"10173","Night",1
"10174","nightfest",1
"10175","Nightfest",1
"10176","nightmares",1
"10177","NIHA",1
"10178","nike",1
"10179","niki",1
"10180","nikolic",1
"10181","nile",3
"10182","Nile",1
"10183","NIMA",1
"10184","nimbin",1
"10185","Nimbin",1
"10186","Nimble",1
"10187","nimmitabel",1
"10188","Nimmitabel",2
"10189","nina",1
"10190","Nina",1
"10191","nine",2
"10192","nineteenth",1
"10193","ninety",1
"10194","ningaloo",2
"10195","Ningaloo",1
"10196","ningi",1
"10197","nino",1
"10198","niota",1
"10199","nipper",1
"10200","Nipper",1
"10201","nippers",2
"10202","niquab",1
"10203","nitro",1
"10204","nma",1
"10205","no",3
"10206","No",1
"10207","Noarlunga",3
"10208","nobbys",4
"10209","Nobbys",1
"10210","Nobel",1
"10211","noble",1
"10212","nocka",1
"10213","nocturne",2
"10214","noel",1
"10215","Noel",2
"10216","noisy",2
"10217","no-kill",1
"10218","nolan",2
"10219","Noller",1
"10220","nomad",2
"10221","nomads",5
"10222","nona",1
"10223","non-stop",2
"10224","noojee",1
"10225","nookie",1
"10226","noonan",1
"10227","noonbah",2
"10228","noongar",4
"10229","noosa",7
"10230","Noosa",14
"10231","nora",1
"10232","norah",2
"10233","norfolk",1
"10234","Norfolk",2
"10235","norley",1
"10236","Norm",2
"10237","Norma",2
"10238","norman",2
"10239","Norman",1
"10240","Normandy",1
"10241","normanton",3
"10242","norris",1
"10243","Norseman",10
"10244","north",295
"10245","North",87
"10246","northbridge",2
"10247","northcliffe",1
"10248","norther",1
"10249","northern",39
"10250","Northern",11
"10251","northgate",1
"10252","Northmamton",1
"10253","northtas",3
"10254","Norton",2
"10255","norton-knight",1
"10256","norval",1
"10257","Norwood",2
"10258","Nosferatu",1
"10259","not",2
"10260","Not",2
"10261","notaras",1
"10262","note",1
"10263","notes",3
"10264","notice",1
"10265","notices",1
"10266","notions",1
"10267","Notorious",1
"10268","nourlangie",1
"10269","Nouveau",1
"10270","Novar",1
"10271","novel",2
"10272","november",7
"10273","November",2
"10274","novos",1
"10275","now",2
"10276","Now",2
"10277","nowland",1
"10278","nowra",5
"10279","NPWS",2
"10280","nq",1
"10281","nrl",9
"10282","NRL",6
"10283","nrrrl",1
"10284","nsw",38
"10285","NSW",101
"10286","nsw/act",1
"10287","nswflood",1
"10288","nt",4
"10289","ntagayisha",1
"10290","Ntagayisha",1
"10291","ntfl",1
"10292","nts",1
"10293","Nubrygyn",1
"10294","nude",2
"10295","nudist",1
"10296","nudists",1
"10297","Nugget",2
"10298","nullarbor",2
"10299","Nullarbor",7
"10300","numbahging",1
"10301","number",1
"10302","numbers",6
"10303","numerous",1
"10304","numskull",2
"10305","numurkah",1
"10306","nunawading",1
"10307","Nunnery",1
"10308","nuns",2
"10309","nuptials",1
"10310","Nuriootpa",3
"10311","nurse",7
"10312","Nurse",1
"10313","Nurseries",1
"10314","nursery",1
"10315","nurses",6
"10316","nursing",2
"10317","Nutcracker",1
"10318","nutrition",3
"10319","nuts",2
"10320","Nyah",1
"10321","NYE",2
"10322","nyikina",1
"10323","Nyngan",1
"10324","Nyoka",2
"10325","Nyugunyungu",1
"10326","nyungar",1
"10327","nz",1
"10328","o",1
"10329","O",1
"10330","oak",1
"10331","Oakbank",1
"10332","oakeshott",2
"10333","oakl",1
"10334","Oaks",1
"10335","OAM",2
"10336","oatlands",1
"10337","Oatley",1
"10338","ob",1
"10339","obama",1
"10340","Obama",1
"10341","obeid",2
"10342","Obeid",1
"10343","oberon",1
"10344","Oberon",3
"10345","obese",2
"10346","obesity",7
"10347","Obituary",2
"10348","object",1
"10349","objects",5
"10350","o'brien",3
"10351","O'Brien",1
"10352","observatory",5
"10353","Observatory",1
"10354","observe",1
"10355","obsession",1
"10356","obst",1
"10357","obstacle",1
"10358","occasion",1
"10359","occer",1
"10360","occult",1
"10361","occupational",1
"10362","ocean",32
"10363","Ocean",4
"10364","oceania",1
"10365","Oceanics",2
"10366","Oceans",1
"10367","ochre",1
"10368","Ockie",1
"10369","O'Conner",1
"10370","oconnor",1
"10371","O'Connor",2
"10372","octagon",1
"10373","october",3
"10374","October",3
"10375","octopus",1
"10376","Oculi",1
"10377","o'day",1
"10378","odd",1
"10379","odean",1
"10380","odge",1
"10381","O'Donnell",2
"10382","odyssey",1
"10383","oenpelli",1
"10384","of",345
"10385","Of",3
"10386","o'farrell",3
"10387","O'Farrell",1
"10388","off",3
"10389","offbeat",6
"10390","offences",1
"10391","office",5
"10392","Office",1
"10393","officer",2
"10394","Officer",2
"10395","officers",1
"10396","Officers",1
"10397","Offices",1
"10398","official",2
"10399","officials",1
"10400","Off-Road",1
"10401","ogden",1
"10402","ogilvie",2
"10403","ogilvy",1
"10404","O'Grady",1
"10405","Oh",1
"10406","ohalloran",1
"10407","o'harra",1
"10408","o'harris",1
"10409","ohio",1
"10410","ohs",1
"10411","oil",6
"10412","Oil",1
"10413","oilseed",1
"10414","oklahoma",1
"10415","oktoberfest",2
"10416","Oktoberfest",1
"10417","ol",1
"10418","old",42
"10419","Old",24
"10420","older",5
"10421","Oldsen",1
"10422","Olga",1
"10423","olin",1
"10424","Oliva",1
"10425","Olive",1
"10426","oliver",4
"10427","Oliver",1
"10428","olives",1
"10429","Olivia",3
"10430","olle",1
"10431","olley",1
"10432","Olley",1
"10433","oloves",1
"10434","Olympia",1
"10435","olympian",2
"10436","olympians",2
"10437","olympic",8
"10438","Olympic",6
"10439","olympics",6
"10440","Olympics",6
"10441","Omair",1
"10442","OMCG",1
"10443","Omega",1
"10444","omeo",2
"10445","on",72
"10446","On",1
"10447","one",38
"10448","One",10
"10449","OneFortyOne",1
"10450","O'Neill",3
"10451","Onesteel",1
"10452","onetel",6
"10453","one.tel",6
"10454","Onkaparinga",1
"10455","online",11
"10456","onlypic",1
"10457","onyx",1
"10458","oondooroo",1
"10459","Oostershelde",1
"10460","op",4
"10461","Opal",1
"10462","open",36
"10463","Open",9
"10464","openday",1
"10465","opening",8
"10466","Opening",4
"10467","Opens",1
"10468","opera",9
"10469","Opera",5
"10470","OperaQ",1
"10471","Operation",6
"10472","operation891",1
"10473","operations",1
"10474","operator",2
"10475","operators",1
"10476","opinion",2
"10477","Opinion",2
"10478","opportunities",2
"10479","Opposition",1
"10480","oppostion",1
"10481","op-shop",2
"10482","optometrist",1
"10483","opus",1
"10484","Ora",3
"10485","Oram",1
"10486","Orams",1
"10487","Orana",1
"10488","orange",10
"10489","Orange",43
"10490","orbit",1
"10491","orbost",3
"10492","Orbost",2
"10493","orca",1
"10494","orchard",4
"10495","Orchard",1
"10496","orchards",2
"10497","orchestra",3
"10498","orchid",4
"10499","orchids",4
"10500","ord",1
"10501","order",1
"10502","orderly",1
"10503","orders",1
"10504","O'Reilly's",1
"10505","orel",1
"10506","organ",2
"10507","organic",7
"10508","organics",1
"10509","organisation",4
"10510","Organisation",1
"10511","Organiser",1
"10512","organisers",1
"10513","organising",1
"10514","organist",1
"10515","oriel",2
"10516","orient",2
"10517","orientation",1
"10518","origin",3
"10519","Origin",5
"10520","original",1
"10521","Origins",1
"10522","Orion",1
"10523","Orlando",1
"10524","ornamental",1
"10525","ornaments",1
"10526","orphanage",3
"10527","orphans",3
"10528","orr",1
"10529","orrock",1
"10530","orr-road",1
"10531","orwell",1
"10532","osborne",1
"10533","oscar",1
"10534","Oscar",1
"10535","O'Shea",1
"10536","Ossie",1
"10537","ossu",1
"10538","Osten",1
"10539","O'Sullivan",1
"10540","oswald",4
"10541","Oswald",2
"10542","other",3
"10543","o'toole",1
"10544","Ott",1
"10545","Otto",2
"10546","otway",2
"10547","our",5
"10548","Our",1
"10549","ourstories",6
"10550","out",10
"10551","Out",3
"10552","outages",1
"10553","outback",80
"10554","Outback",9
"10555","outbreak",2
"10556","outdoor",1
"10557","outdoors",1
"10558","Outer",1
"10559","outfit",1
"10560","outlaw",2
"10561","outlaws",2
"10562","Outlaws",1
"10563","outlined",1
"10564","outreach",1
"10565","Outrigger",1
"10566","outside",7
"10567","Outside",1
"10568","outstation",1
"10569","Ouyen",2
"10570","ova",1
"10571","oval",5
"10572","Oval",12
"10573","oven",1
"10574","oven.",1
"10575","Oven",1
"10576","ovens",2
"10577","over",4
"10578","over-60s",1
"10579","over-70s",1
"10580","overcast",1
"10581","overcoming",1
"10582","overcrowding",1
"10583","overflow",1
"10584","Overflow",2
"10585","overload",1
"10586","overseas",1
"10587","overweight",4
"10588","owen",1
"10589","owens",8
"10590","Owens",1
"10591","owl",2
"10592","owlets",1
"10593","owls",2
"10594","own",3
"10595","owned",1
"10596","owner",4
"10597","owners",3
"10598","Owners",1
"10599","Ox",1
"10600","oxenford",1
"10601","Oxide",1
"10602","oxlee",1
"10603","oxley",1
"10604","oyster",1
"10605","Oyster",3
"10606","oz",1
"10607","Oz",1
"10608","ozday",1
"10609","ozgrom",1
"10610","p",2
"10611","pa",1
"10612","pacific",6
"10613","Pacific",7
"10614","Pacino's",1
"10615","pack",1
"10616","package",1
"10617","packages",2
"10618","packer",2
"10619","packing",1
"10620","packsaddle",1
"10621","pad",1
"10622","padbury",1
"10623","Paddington",1
"10624","paddle",5
"10625","Paddle",1
"10626","paddleboard",1
"10627","paddle-out",1
"10628","paddle_out_for_whales",1
"10629","paddling",2
"10630","Paddling",1
"10631","paddock",2
"10632","paddocks",1
"10633","paddy",1
"10634","Padstow",2
"10635","padthaway",1
"10636","Padthaway",1
"10637","paech",1
"10638","paedophile",1
"10639","Pagan",1
"10640","page",4
"10641","pageant",5
"10642","Pageant",6
"10643","pageants",1
"10644","Paige",1
"10645","pain",3
"10646","paine",1
"10647","paint",3
"10648","painter",4
"10649","painting",52
"10650","Painting",3
"10651","paintings",7
"10652","Paintings",3
"10653","pakistan",2
"10654","pakistani",1
"10655","palace",3
"10656","Palace",2
"10657","palaeontology",2
"10658","Palais",1
"10659","palawa",1
"10660","pale",1
"10661","paleo",1
"10662","paleontologist",1
"10663","paleontology",2
"10664","palgarup",1
"10665","Palise",1
"10666","palliative",1
"10667","palm",2
"10668","Palm",2
"10669","palmer",9
"10670","Palmer",5
"10671","Palmer.",1
"10672","Palmer's",1
"10673","palmersaurus",1
"10674","Palmersaurus",1
"10675","palsy",1
"10676","paltrow",1
"10677","Pam",4
"10678","pamela",2
"10679","Pamela",2
"10680","pampering",1
"10681","pampers",1
"10682","pamplona",2
"10683","pan",2
"10684","Panagiotis",1
"10685","panania",1
"10686","Panaseeya",1
"10687","Pancetta",1
"10688","pandani",1
"10689","panel",1
"10690","pang",1
"10691","Pangula",1
"10692","panic",1
"10693","panorama",1
"10694","Panorama",1
"10695","pans",2
"10696","pansies",1
"10697","panthers",1
"10698","pantomime",1
"10699","Pantomime",1
"10700","paparazzi",1
"10701","paparazzo",1
"10702","paper",4
"10703","papier",1
"10704","papilloma",7
"10705","Pappin",1
"10706","Papua",10
"10707","Paraburdoo",1
"10708","parachtuing",1
"10709","parachute",1
"10710","Parachute",1
"10711","para-cycling",1
"10712","parade",30
"10713","Parade",6
"10714","paradise",7
"10715","Paradise",8
"10716","'Paradisum",1
"10717","paragliding",1
"10718","paragon",1
"10719","paralympian",3
"10720","Paralympian",1
"10721","Paralympians",1
"10722","paralympic",1
"10723","Paralympic",5
"10724","paralympics",2
"10725","Paralympics",2
"10726","paramedic",3
"10727","Paramedic",1
"10728","paramedics",1
"10729","paramotor",1
"10730","paranormal",2
"10731","Parente",1
"10732","parenting",3
"10733","parents",4
"10734","parham",1
"10735","paringa",1
"10736","paris",3
"10737","Paris",1
"10738","parish",1
"10739","Parish",2
"10740","park",72
"10741","Park",44
"10742","parker",5
"10743","parker-bowles",2
"10744","parkerville",1
"10745","parkes",9
"10746","Parkes",5
"10747","parking",2
"10748","parkinson",1
"10749","parkinson's",1
"10750","parklands",1
"10751","Parklands",2
"10752","parks",14
"10753","Parks",3
"10754","Parkside",1
"10755","parkville",1
"10756","parl",1
"10757","parliament",14
"10758","Parliament",5
"10759","parliamentary",2
"10760","Parliamentray",1
"10761","parlour",1
"10762","Parlour",1
"10763","paro",1
"10764","parr",1
"10765","parramatta",3
"10766","parrawa",1
"10767","parrot",1
"10768","Parrot",1
"10769","parrots",1
"10770","parry",2
"10771","Parsons",1
"10772","part",1
"10773","partial",1
"10774","participant",1
"10775","parties",4
"10776","parts",1
"10777","Parts",1
"10778","party",18
"10779","Party",6
"10780","P.A.R.T.Y",1
"10781","parvin",1
"10782","Pasadena",1
"10783","pasin",1
"10784","Pasin",1
"10785","Paskeville",1
"10786","pass",2
"10787","passage",2
"10788","passed",2
"10789","Passed",1
"10790","Passenger",2
"10791","passengers",2
"10792","passes",1
"10793","passion",2
"10794","passive",2
"10795","past",3
"10796","pasta",1
"10797","paste",1
"10798","paste-up",1
"10799","pasting",2
"10800","pastor",1
"10801","Pastor",2
"10802","pastoral",1
"10803","Pastoral",2
"10804","pat",8
"10805","Pat",3
"10806","Patagonian",1
"10807","patch",1
"10808","Patch",2
"10809","paterson",4
"10810","Paterson",7
"10811","path",2
"10812","Pathology",1
"10813","Paton",1
"10814","patonga",1
"10815","patricia",4
"10816","Patricia",2
"10817","patrick",3
"10818","Patrick",2
"10819","patricks",1
"10820","patrick's",1
"10821","patriotism",1
"10822","patrol",4
"10823","patsi",1
"10824","pattern",1
"10825","patterns",3
"10826","patterson",3
"10827","patton",1
"10828","Patton",1
"10829","patty",1
"10830","Patty",1
"10831","paul",35
"10832","Paul",18
"10833","paula",3
"10834","Paula",3
"10835","paul-gervasi",1
"10836","Paulina",1
"10837","Pauline",1
"10838","pauls",1
"10839","Paul's",1
"10840","Pavement",1
"10841","pavey",1
"10842","pavilion",3
"10843","Pavilion",1
"10844","pavillion",3
"10845","Pavlovic",1
"10846","Paw",1
"10847","paws",1
"10848","Paws",2
"10849","pay",1
"10850","payers",1
"10851","Paynter",1
"10852","pbr",1
"10853","PBR",1
"10854","PBS",1
"10855","PCYC",3
"10856","pea",1
"10857","Pea",1
"10858","peace",5
"10859","peacock",2
"10860","Peacock",1
"10861","peak",1
"10862","Peakhurst",2
"10863","Pear",1
"10864","pearce",5
"10865","Pearce",2
"10866","peardon",1
"10867","pearl",6
"10868","pearlers",1
"10869","pearling",2
"10870","Pearling",1
"10871","Pearman",1
"10872","Pearn",1
"10873","pearson",1
"10874","Pearson",2
"10875","pearsons-crossing",1
"10876","Peas",1
"10877","pease",3
"10878","Peasley",1
"10879","pecha",1
"10880","pechakucha",1
"10881","peddlesden",1
"10882","pedemonte",1
"10883","pedersen",1
"10884","pedestrian",1
"10885","pedler",3
"10886","Pedler",1
"10887","Pedley",1
